id,email,password_hash,first_name,last_name,role_id,team_id,is_active,two_factor_enabled
e371c1e5-aa28-4642-ab37-2a8fc56dab22,сильвестр.анисимов@oao.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Сильвестр,Анисимов,2,4,True,False
e62ff463-11e4-4869-97c0-b83fc951c5b2,агата.трофимова@ao.com,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Агата,Трофимова,3,1,True,False
6fd9ce98-d88e-4e3a-8490-c8c2c6068c53,милован.журавлев@npo.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Милован,Журавлев,3,1,True,False
6cdfbfb7-dbca-4efe-a03f-be390f6a4647,ладимир.киселев@ao.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Ладимир,Киселев,2,2,True,False
cc5244ad-e232-4726-a741-c386676a3d4d,макар.васильева@zao.ru,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Макар,Васильева,4,4,True,False
05c01860-314c-48b2-a11f-0efb2cbcc845,вениамин.котова@ip.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Вениамин,Котова,4,4,True,False
3f0d11cf-3387-4219-a699-7a6547a8379f,ирина.беспалов@gusev.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Ирина,Беспалов,2,4,True,False
6561c367-88b9-480f-ae11-f75e5d5497c1,анисим.ершов@zao.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Анисим,Ершов,4,1,True,False
fda266d3-8f04-4aac-b9cf-0070e57b1e05,кондратий.сорокина@gorshkova.com,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Кондратий,Сорокина,4,1,True,False
14b3c043-410e-46ff-8ce9-5e306e839292,аверьян.дорофеев@lazarev.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Аверьян,Дорофеев,3,4,True,True
e569374f-f830-4eca-a925-9b070e452822,селиван.кондратьева@oao.ru,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Селиван,Кондратьева,5,2,True,False
a4e082d1-1daf-45ee-a16e-b7dd1d2c64de,надежда.горшков@zhuravleva.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Надежда,Горшков,1,4,True,False
fe2d484a-5fcd-478c-90a6-976604a12fe8,твердислав.николаева@npo.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Твердислав,Николаева,2,2,True,False
151e0785-f19b-499e-9983-9cde827772dc,тихон.павлов@zao.edu,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Тихон,Павлов,2,1,True,True
462ef563-75dc-4638-baeb-5d7ca6835ef2,дарья.власова@oao.com,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Дарья,Власова,1,3,True,False
1fea1f3c-e651-494c-b77e-ecc442f78396,тамара.панфилова@rao.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Тамара,Панфилова,3,1,True,False
f12d392d-307e-4d38-816c-51a68f765432,симон.егоров@zao.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Симон,Егоров,2,2,True,False
e336500c-2c00-40e5-a611-69d7934dd403,натан.пахомов@veselov.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Натан,Пахомов,3,4,True,False
6bbb3b91-8128-4a83-aa19-6820d22506d1,никон.фадеева@ao.com,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Никон,Фадеева,5,2,False,False
235fe186-a0f9-4571-9586-7ef9607dcfb9,исай.васильева@vebrf.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Исай,Васильева,4,3,True,False
53954df3-04e4-48a9-a745-976bd512e029,антип.симонова@ip.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Антип,Симонова,1,2,True,False
4b005064-535a-4936-bd7f-a59a25eabb37,святополк.игнатова@oao.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Святополк,Игнатова,5,4,True,False
fb404b39-a714-40f6-b577-aa99c9693126,михей.рожков@oao.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Михей,Рожков,5,3,True,False
44ed7c98-8cc7-4f36-ba9c-ca25eb297175,эраст.миронова@ooo.ru,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Эраст,Миронова,3,3,True,False
0a34abba-933b-46ad-83e7-26827392c528,валерьян.попова@ip.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Валерьян,Попова,3,3,True,False
54bfa54b-6025-467b-aa7f-d368d674b282,лидия.егорова@rao.ru,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Лидия,Егорова,4,3,True,False
de533e47-7160-4cbe-bc90-e7d7769b94e6,фрол.блинов@lebedev.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Фрол,Блинов,1,4,True,False
ddf4e884-2190-4d01-bf3a-6d16bad7c372,конон.русакова@kazakov.com,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Конон,Русакова,5,1,True,True
90f73e7c-5f38-4e79-9533-9612b8567e34,митофан.савин@npo.edu,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Митофан,Савин,2,4,True,False
cad0bf9d-0ecb-4321-9002-4129a26d0cc6,изот.веселова@npo.edu,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Изот,Веселова,2,3,True,False
c80d0b85-1ae3-43cd-b10d-674e4f4f7e7f,борислав.устинов@ip.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Борислав,Устинов,4,2,True,False
f945d903-b6be-4943-a56b-1c7742941d83,федор.никифоров@npo.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Федор,Никифоров,3,2,True,False
3bb6d902-d316-418d-bdb4-8e8390ae2d6e,гаврила.трофимова@gorbunov.edu,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Гаврила,Трофимова,5,3,True,False
ebd3241d-88c2-43e1-a5bc-c9067fe59507,ульян.мишин@ooo.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Ульян,Мишин,4,3,True,False
41dcf8fa-ac65-4d48-bf21-af60d5f41514,милан.костин@ip.ru,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Милан,Костин,3,4,True,False
6147fcda-5527-4f1c-8387-12a048a0dbe6,петр.быков@rao.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Петр,Быков,5,4,True,False
4811bf4b-074e-41c4-8d24-edd809da1828,ян.цветкова@oao.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Ян,Цветкова,5,2,True,False
7a5855bf-13e1-405f-8ef9-3ec8bf65c1df,орест.кононов@frolova.edu,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Орест,Кононов,5,4,True,False
11e67c73-6b50-41b1-9ca9-69cbd5f12bcc,артемий.некрасов@gromov.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Артемий,Некрасов,3,3,True,False
9ec9eeab-3e3a-40f4-86a4-6681cb02f57f,мокей.наумова@zhdanova.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Мокей,Наумова,5,4,True,False
62c08ecb-e215-42fd-bd0f-cf7238df9127,самуил.гусев@zao.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Самуил,Гусев,3,4,False,False
bf06e07d-1198-48fb-bdf1-12281b3dc7d7,амос.корнилова@rao.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Амос,Корнилова,3,3,True,False
5d4ed284-317e-43f8-ac56-4802d36b1c72,феоктист.гордеев@bsh.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Феоктист,Гордеев,1,3,True,False
680551ba-1c0f-4ab2-a55a-da49832494b0,лука.миронова@investneftetred.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Лука,Миронова,3,2,False,False
e3eb59c7-bcee-4c32-8968-34f4630b5d3b,афанасий.мишина@voentorg.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Афанасий,Мишина,1,4,True,False
c042f41d-d271-4439-aba1-483c5fafadaf,сильвестр.колобова@kornilova.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Сильвестр,Колобова,3,1,True,True
91c50326-d6a0-425b-9de3-0a9f485c3897,мефодий.бобылева@ao.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Мефодий,Бобылева,4,4,True,False
c2eee187-c3cb-488a-8247-980b7b483275,емельян.никифорова@zao.ru,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Емельян,Никифорова,5,4,True,False
ca32c20b-5b70-4044-b0a4-f83b7b00a452,ладислав.семенов@td.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Ладислав,Семенов,2,1,True,False
0ee26f16-e4be-4d6c-8ebd-870057ec76cb,демьян.медведев@novikombank.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Демьян,Медведев,3,4,True,False
30a703a5-7562-439c-8cc3-107388498509,ладислав.данилова@oao.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Ладислав,Данилова,1,2,True,False
c18288c9-02cf-4c3a-a707-f57e185d7575,регина.зайцева@rao.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Регина,Зайцева,2,2,True,False
345fa7de-cbce-4eeb-b157-a2bef0c7d98d,ефрем.ефимова@rao.com,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Ефрем,Ефимова,3,3,False,False
39dd5b71-1690-4156-80cc-027a0c8f1450,лавр.федорова@krjukova.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Лавр,Федорова,1,3,True,False
8aa884a6-4838-4786-9321-9842cd5a6452,варвара.носов@lokoteh.edu,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Варвара,Носов,2,1,True,False
8ca8eeeb-61c3-4ffa-b16b-e0372b50073f,вадим.молчанов@zao.edu,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Вадим,Молчанов,3,1,True,False
c701b146-51f6-48cb-880c-2900c6b708ee,олег.белозерова@rao.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Олег,Белозерова,4,2,True,False
25139f58-6602-44c9-b0d7-6bcfcad533c1,аггей.коновалова@oao.com,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Аггей,Коновалова,5,4,True,False
c07a8647-4982-452b-9854-8af1315ab178,ипат.чернов@ooo.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Ипат,Чернов,2,3,True,False
b5dc92ff-0e5c-4bf5-83f9-54005d1cd913,аристарх.костин@oao.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Аристарх,Костин,3,2,True,False
7f989e1c-562c-4c27-94f4-fb1c0b2b5748,радислав.горшкова@zao.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Радислав,Горшкова,3,4,True,False
4e7190e1-758f-4dd1-8536-79cded9adfcf,мариан.капустин@tatneft.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Мариан,Капустин,4,1,True,False
5067ee53-7118-43de-a30e-0d947418b0b0,бажен.зимина@oao.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Бажен,Зимина,5,1,True,False
90479e76-3e3b-46ee-a13e-ca6a612e9c0e,тимофей.захаров@artemev.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Тимофей,Захаров,3,1,True,False
ad7065d6-1d8b-464a-843f-bd7a4c9f3ec1,лаврентий.кулакова@ooo.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Лаврентий,Кулакова,2,2,True,False
b78ca4cc-a13b-4c3c-81f9-b6329a7f6c17,иннокентий.филатов@oao.ru,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Иннокентий,Филатов,1,4,True,True
14153a97-07db-4aba-9926-35f1fa8181e5,любосмысл.орлова@trest.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Любосмысл,Орлова,3,4,True,False
ffa439be-e000-4867-aecc-37554c02bfb4,марк.носов@ao.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Марк,Носов,1,2,True,False
326fef3f-8a26-4a01-9085-13fb37483e01,елена.соловьева@shcherbakova.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Елена,Соловьева,3,4,True,False
706b2b58-712e-4e13-bf6d-02bf92eacd48,светозар.карпов@ip.edu,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Светозар,Карпов,2,4,True,True
f0445761-f8ea-4d17-840b-8abde2c14d9c,игнатий.фомичев@zao.ru,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Игнатий,Фомичев,4,1,True,False
1ab0d7d5-7576-4cc4-81e4-3b38a2f62c3d,клавдий.исакова@oao.com,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Клавдий,Исакова,3,3,False,False
ab4cd38b-68aa-4c56-9227-3e295d3ac7e2,тимур.симонов@ip.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Тимур,Симонов,1,4,True,False
377e6772-9e1c-4b21-9a6c-6d98a8850f36,казимир.орлова@uralski.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Казимир,Орлова,5,1,True,False
f53ba7b3-c300-4bd9-b8a9-f87c175403ac,христофор.баранов@npo.org,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Христофор,Баранов,3,3,True,False
c4f4b595-b14a-405e-9839-854322c20591,чеслав.ширяева@ao.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Чеслав,Ширяева,2,4,True,False
36aefd90-26da-4c6d-a6c3-8fe04cd3be3a,гордей.фомин@rao.ru,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Гордей,Фомин,2,4,True,False
5d89668a-9971-4eb7-b1d1-0f9cda7dff34,иннокентий.колобова@gk.ru,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Иннокентий,Колобова,2,2,True,False
36d95212-c89f-49e4-a95d-e46b2c675450,януарий.рябов@makarova.info,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Януарий,Рябов,1,2,True,False
4c308874-36f4-465b-a575-4aabcaadab96,майя.крылова@ao.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Майя,Крылова,2,2,True,False
f13f445b-657d-454e-9b07-e385cb8ff100,варвара.казакова@rao.net,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Варвара,Казакова,4,3,True,False
748c2a48-973d-474d-8b58-6181ae2d41fb,андроник.елисеев@rao.edu,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Андроник,Елисеев,1,3,False,False
b60ad4be-9278-4a2b-affd-fd3574e6863c,амос.котова@ao.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Амос,Котова,4,1,True,False
24dc5785-c24a-48ec-8b83-3d49cf89a60b,эммануил.сысоева@rao.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Эммануил,Сысоева,4,3,True,False
162b6fad-d086-44a9-b3cc-831df164d260,вениамин.воронцов@npo.com,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Вениамин,Воронцов,1,3,True,False
17201ad5-fd5c-4bc2-9e0a-f2980340e12e,валерий.сафонов@ooo.biz,$2a$10$XFE0DcAdWRMsUVEMPZxXU.K.6Oxe5kHww3lNMlYRKXqHNyPu4uGCa,Валерий,Сафонов,1,2,True,False
